0,"  (0, 7472)	0.19645294296504998
  (0, 1131)	0.35363478165326045
  (0, 3291)	0.1661310925744238
  (0, 1987)	0.29875209257436797
  (0, 1711)	0.33758262412831513
  (0, 4148)	0.29875209257436797
  (0, 7663)	0.2403217036843895
  (0, 3329)	0.19645294296504998
  (0, 1713)	0.29875209257436797
  (0, 1319)	0.2689106500737722
  (0, 2199)	0.27386579528069094
  (0, 5457)	0.24146930553432594
  (0, 4008)	0.35363478165326045"
1,"  (0, 5125)	0.5633086751818669
  (0, 7578)	0.44480400570972006
  (0, 3974)	0.47731294876998304
  (0, 4183)	0.42078899608869724
  (0, 5096)	0.2827396376113674"
2,"  (0, 71)	0.23721407928875096
  (0, 1203)	0.1696767395440564
  (0, 5730)	0.23721407928875096
  (0, 7169)	0.12747363739866063
  (0, 5686)	0.23721407928875096
  (0, 5770)	0.16314375518709073
  (0, 865)	0.2230034609092439
  (0, 6860)	0.11969588781673356
  (0, 440)	0.22921107404383254
  (0, 453)	0.22921107404383254
  (0, 6993)	0.2230034609092439
  (0, 2947)	0.1696767395440564
  (0, 2245)	0.20665186929974852
  (0, 2848)	0.4744281585775019
  (0, 7590)	0.1472999546168094
  (0, 2081)	0.1986488640548301
  (0, 7621)	0.19244125092024147
  (0, 2736)	0.3635736383618073
  (0, 3062)	0.1171062125627295"
3,"  (0, 1109)	0.3188850311585675
  (0, 3607)	0.5293224273129735
  (0, 2634)	0.38238207591077483
  (0, 6036)	0.5897781433467831
  (0, 2617)	0.35224394174930707"
4,"  (0, 4298)	0.3872892771287317
  (0, 7300)	0.48901048217870036
  (0, 3250)	0.4360613860201364
  (0, 6925)	0.31077474924593546
  (0, 2543)	0.2813375867306816
  (0, 4819)	0.4949691397312959"
5,"  (0, 5740)	0.33325392523791875
  (0, 352)	0.2301146823642925
  (0, 6104)	0.16912168105957506
  (0, 1936)	0.3491002518003075
  (0, 6547)	0.2862004406147874
  (0, 7780)	0.2395397417106033
  (0, 6802)	0.31328991479963353
  (0, 3121)	0.2407423550609231
  (0, 4267)	0.16232326399195854
  (0, 3715)	0.2395397417106033
  (0, 7652)	0.21957573127231808
  (0, 7510)	0.18278303393296338
  (0, 2300)	0.29492130343061534
  (0, 3518)	0.1921325727725536
  (0, 3070)	0.2759467597679913
  (0, 5096)	0.1572485581713192"
6,"  (0, 5286)	0.4811416190369497
  (0, 1063)	0.4593016828618901
  (0, 7108)	0.35711538234479406
  (0, 6445)	0.32545489420585183
  (0, 1685)	0.35198160337803613
  (0, 4267)	0.44743868067519016"
7,"  (0, 3089)	0.1544069909845968
  (0, 2152)	0.22048576420679286
  (0, 5557)	0.2231724124730574
  (0, 1781)	0.20629679514629568
  (0, 1782)	0.48377610720193215
  (0, 6126)	0.19544669075644594
  (0, 7352)	0.2544075903261395
  (0, 5034)	0.2544075903261395
  (0, 4636)	0.2544075903261395
  (0, 5177)	0.24751759207524532
  (0, 4569)	0.508815180652279
  (0, 5847)	0.22048576420679286"
8,"  (0, 3622)	0.20041293755515383
  (0, 323)	0.24204127430157188
  (0, 7324)	0.22772085135199066
  (0, 4108)	0.3011636255397034
  (0, 2042)	0.21868166625007454
  (0, 217)	0.3011636255397034
  (0, 1993)	0.3479020330196817
  (0, 5884)	0.25527488815671795
  (0, 5586)	0.1822357584619186
  (0, 903)	0.25864110157164505
  (0, 5771)	0.3011636255397034
  (0, 6093)	0.2124327374940865
  (0, 2256)	0.19363563332573777
  (0, 4884)	0.21541917833907948
  (0, 7326)	0.23788135313164702
  (0, 7597)	0.23990010306831705"
9,"  (0, 56)	0.30549112081727275
